train loss,epoch,step
0.4854288697242737,0,49
0.6070868372917175,0,99
0.5497346520423889,0,149
0.5917831659317017,0,199
0.5009862184524536,0,249
0.3456447720527649,0,299
0.5339566469192505,0,349
0.6358605027198792,0,399
0.44961702823638916,0,449
0.218837171792984,0,499
0.37886911630630493,0,549
0.35062485933303833,0,599
0.2652641534805298,0,649
0.7102165222167969,0,699
0.2807094156742096,0,749
0.3707462251186371,0,799
0.2928183078765869,0,849
0.3098582923412323,0,899
0.2327824980020523,1,949
0.38165298104286194,1,999
0.3685142695903778,1,1049
0.3479553163051605,1,1099
0.35938510298728943,1,1149
0.4537586271762848,1,1199
0.37076717615127563,1,1249
0.2520546615123749,1,1299
0.3297669291496277,1,1349
0.4798698425292969,1,1399
0.3573310971260071,1,1449
0.2272176891565323,1,1499
0.2788969874382019,1,1549
0.3297365605831146,1,1599
0.2682550549507141,1,1649
0.5792093276977539,1,1699
0.37906500697135925,1,1749
0.27257904410362244,1,1799
0.33015957474708557,1,1849
0.26239436864852905,2,1899
0.23854461312294006,2,1949
0.4013656973838806,2,1999
0.28095436096191406,2,2049
0.34127113223075867,2,2099
0.4706050157546997,2,2149
0.32520756125450134,2,2199
0.3228561580181122,2,2249
0.36591392755508423,2,2299
0.25834667682647705,2,2349
0.497314453125,2,2399
0.3927396833896637,2,2449
0.34699270129203796,2,2499
0.23893295228481293,2,2549
0.3796621263027191,2,2599
0.2754074037075043,2,2649
0.4026636779308319,2,2699
0.3312859535217285,2,2749
0.211282417178154,2,2799
0.3189257085323334,3,2849
0.38448566198349,3,2899
0.37551450729370117,3,2949
0.5409175753593445,3,2999
0.2804390788078308,3,3049
0.4008442163467407,3,3099
0.3179619610309601,3,3149
0.16879859566688538,3,3199
0.17766639590263367,3,3249
0.2018311470746994,3,3299
0.19834835827350616,3,3349
0.2656702399253845,3,3399
0.24074503779411316,3,3449
0.2594671845436096,3,3499
0.30012837052345276,3,3549
0.30655214190483093,3,3599
0.2817259132862091,3,3649
0.256847083568573,3,3699
0.29593154788017273,3,3749
0.2281128317117691,4,3799
0.2271139919757843,4,3849
0.32485857605934143,4,3899
0.24012959003448486,4,3949
0.13756795227527618,4,3999
0.28853651881217957,4,4049
0.40657734870910645,4,4099
0.29596179723739624,4,4149
0.2947043180465698,4,4199
0.15157990157604218,4,4249
0.25922060012817383,4,4299
0.20745308697223663,4,4349
0.1001199409365654,4,4399
0.2736293375492096,4,4449
0.10824059695005417,4,4499
0.19866350293159485,4,4549
0.3034782111644745,4,4599
0.13374967873096466,4,4649
0.21379508078098297,5,4699
0.22171710431575775,5,4749
0.17058925330638885,5,4799
0.11843828111886978,5,4849
0.32373738288879395,5,4899
0.23876583576202393,5,4949
0.4252963364124298,5,4999
0.30426013469696045,5,5049
0.3621249198913574,5,5099
0.302971750497818,5,5149
0.1834205836057663,5,5199
0.3722468912601471,5,5249
0.19656774401664734,5,5299
0.17486505210399628,5,5349
0.17301355302333832,5,5399
0.2501010596752167,5,5449
0.21562522649765015,5,5499
0.38276928663253784,5,5549
0.17548227310180664,5,5599
0.2034769505262375,6,5649
0.14307641983032227,6,5699
0.2706409990787506,6,5749
0.15848205983638763,6,5799
0.30358389019966125,6,5849
0.15993566811084747,6,5899
0.31070128083229065,6,5949
0.2311554253101349,6,5999
0.12207025289535522,6,6049
0.31826406717300415,6,6099
0.21101224422454834,6,6149
0.20039471983909607,6,6199
0.1287742406129837,6,6249
0.2529730200767517,6,6299
0.22194451093673706,6,6349
0.20253869891166687,6,6399
0.18040530383586884,6,6449
0.2335655838251114,6,6499
0.29082804918289185,6,6549
0.28800806403160095,7,6599
0.31145545840263367,7,6649
0.3310478925704956,7,6699
0.2072073221206665,7,6749
0.19842411577701569,7,6799
0.19105735421180725,7,6849
0.283690482378006,7,6899
0.23601755499839783,7,6949
0.27536579966545105,7,6999
0.2367181032896042,7,7049
0.21201492846012115,7,7099
0.17819733917713165,7,7149
0.3019070327281952,7,7199
0.1283402144908905,7,7249
0.27359309792518616,7,7299
0.32419145107269287,7,7349
0.20903068780899048,7,7399
0.23175066709518433,7,7449
0.17372636497020721,7,7499
0.19642041623592377,8,7549
0.24921424686908722,8,7599
0.13100360333919525,8,7649
0.10466701537370682,8,7699
0.20895808935165405,8,7749
0.23292677104473114,8,7799
0.2674117982387543,8,7849
0.13441163301467896,8,7899
0.18104276061058044,8,7949
0.21415869891643524,8,7999
0.18678903579711914,8,8049
0.18302218616008759,8,8099
0.21914894878864288,8,8149
0.18993154168128967,8,8199
0.15422900021076202,8,8249
0.12658044695854187,8,8299
0.222868874669075,8,8349
0.1938871294260025,8,8399
0.26969629526138306,9,8449
0.23092146217823029,9,8499
0.17434893548488617,9,8549
0.1872657835483551,9,8599
0.1965349316596985,9,8649
0.20899102091789246,9,8699
0.22957347333431244,9,8749
0.17409314215183258,9,8799
0.18598975241184235,9,8849
0.1762651652097702,9,8899
0.16582022607326508,9,8949
0.28876835107803345,9,8999
0.16646137833595276,9,9049
0.30194225907325745,9,9099
0.22775980830192566,9,9149
0.176238015294075,9,9199
0.2149217277765274,9,9249
0.1251460611820221,9,9299
0.12916257977485657,9,9349
